customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,is_new_customer,tenure_years,lifecycle_stage,avg_monthly_spending,price_tier,expected_total,spending_ratio,is_high_value,total_services,has_internet,has_phone,has_streaming,has_security,engagement_level,contract_level,has_long_contract,uses_paperless,risky_payment,uses_auto_payment,has_family,family_size,senior_with_dependents,single_senior,customer_profile,churn_risk_score,is_high_risk,value_risk_ratio,engagement_per_dollar,cluster,Churn_binary,segment_name
3422-WJOYD,Male,0,Yes,No,28,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,54.35,1426.45,No,2-4 Years,0,2.333333333333333,Mature,50.94464285714286,Medium,1521.8,0.9367283950617284,0,4,1,1,0,1,Medium,1,1,0,0,0,1,2,0,0,Adult with Family,1,0,713.225,0.0735970561177552,0,0,At-Risk Mid-Tier
8242-SOQUO,Female,1,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.7,392.5,No,0-1 Year,1,0.4166666666666667,New,78.5,High,423.5,0.9246171967020024,0,4,1,1,1,0,Medium,0,0,1,1,0,0,1,0,1,Senior Alone,9,1,39.25,0.0472255017709563,3,0,High-Risk New
7460-ITWWP,Female,1,Yes,No,45,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,86.1,3861.45,No,2-4 Years,0,3.75,Mature,85.81,High,3874.5,0.9963746613340216,1,4,1,1,1,1,Medium,0,0,1,1,0,1,2,0,0,Senior with Family,7,1,482.68125,0.0464576074332171,0,0,At-Risk Mid-Tier
7147-AYBAA,Male,0,No,No,37,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.35,2552.9,No,2-4 Years,0,3.083333333333333,Mature,68.9972972972973,High,2602.95,0.9803951688780508,0,2,1,1,0,0,Low,0,0,1,0,0,0,1,0,0,Adult Alone,5,0,425.48333333333335,0.0284292821606254,0,0,At-Risk Mid-Tier
7868-TMWMZ,Female,1,Yes,No,60,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.0,6668.35,No,4+ Years,0,5.0,Loyal,111.13916666666668,High,6600.0,1.0102029995455235,1,8,1,1,1,1,High,2,1,1,0,1,1,2,0,0,Senior with Family,1,0,3334.175,0.0727272727272727,1,0,Loyal Premium
4822-RVYBB,Male,1,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.6,819.4,Yes,0-1 Year,1,0.6666666666666666,Growing,102.425,High,804.8,1.0168776371308017,0,5,1,1,1,1,High,0,0,1,1,0,0,1,0,1,Senior Alone,9,1,81.94,0.0497017892644135,3,1,High-Risk New
6732-FZUGP,Female,0,No,No,47,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),94.9,4615.25,No,2-4 Years,0,3.9166666666666665,Mature,98.19680851063828,High,4460.3,1.0345078788693878,1,5,1,1,1,1,High,1,1,0,0,1,0,1,0,0,Adult Alone,2,0,1538.4166666666667,0.0526870389884088,1,0,Loyal Premium
8436-BJUMM,Male,0,Yes,Yes,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.75,2070.6,Yes,2-4 Years,0,2.1666666666666665,Mature,79.63846153846154,High,2177.5,0.9504705072297452,0,3,1,1,1,0,Medium,0,0,1,1,0,1,3,0,0,Adult with Family,7,1,258.825,0.035820895522388,0,1,At-Risk Mid-Tier
4184-TJFAN,Female,1,Yes,Yes,3,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,88.3,273.75,Yes,0-1 Year,1,0.25,New,91.25,High,264.9,1.029522376833396,0,5,1,1,1,1,High,0,0,1,0,0,1,3,1,0,Senior with Family,7,1,34.21875,0.0566251415628539,3,1,High-Risk New
8329-GWVPJ,Female,0,Yes,Yes,50,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.75,3557.7,No,4+ Years,0,4.166666666666667,Loyal,71.154,Medium,3487.5,1.0198366059911137,0,2,1,1,0,0,Low,0,0,1,0,1,1,3,0,0,Adult with Family,4,0,711.54,0.028673835125448,0,0,At-Risk Mid-Tier
1352-VHKAJ,Male,0,Yes,Yes,27,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),71.6,1957.1,No,2-4 Years,0,2.25,Mature,72.48518518518519,High,1933.2,1.011839520215076,0,5,1,1,1,0,High,0,0,0,0,1,1,3,0,0,Adult with Family,4,0,391.42,0.0698324022346368,0,0,At-Risk Mid-Tier
4145-UQXUQ,Female,1,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.1,729.95,Yes,0-1 Year,1,0.6666666666666666,Growing,91.24375,High,736.8,0.9893602602331256,0,5,1,1,1,1,High,0,0,1,1,0,0,1,0,1,Senior Alone,9,1,72.995,0.0542888165038002,3,1,High-Risk New
2632-TACXW,Female,0,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.65,1416.75,No,4+ Years,0,5.166666666666667,Loyal,22.850806451612904,Low,1466.3,0.9655489674913106,0,1,0,1,0,0,Low,2,1,0,0,1,1,2,0,0,Adult with Family,1,0,708.375,0.0422832980972515,2,0,Budget Committed
8146-QQKZH,Female,0,Yes,No,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),81.85,5924.4,No,4+ Years,0,5.916666666666667,Loyal,83.44225352112676,High,5811.349999999999,1.0192779168494672,1,7,1,1,1,1,High,2,1,0,0,1,1,2,0,0,Adult with Family,1,0,2962.2,0.0855222968845449,1,0,Loyal Premium
1767-CJKBA,Male,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.1,1697.7,No,4+ Years,0,5.5,Loyal,25.722727272727276,Low,1656.6,1.0241916023166022,0,1,0,1,0,0,Low,2,1,0,0,0,0,1,0,0,Adult Alone,1,0,848.85,0.0398406374501992,2,0,Budget Committed
6445-TNRXS,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.7,7849.85,No,4+ Years,0,5.666666666666667,Loyal,115.43897058823528,High,7799.6,1.006313616901264,1,8,1,1,1,1,High,2,1,1,0,1,1,3,0,0,Adult with Family,1,0,3924.925,0.06974716652136,1,0,Loyal Premium
4581-LNWUM,Female,0,No,No,13,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,49.15,649.4,No,1-2 Years,0,1.0833333333333333,Growing,49.95384615384615,Medium,638.9499999999999,1.0147667786545824,0,4,1,0,1,1,Medium,0,0,0,1,0,0,1,0,0,Adult Alone,7,1,81.175,0.0813835198372329,0,0,At-Risk Mid-Tier
4869-EPIUS,Male,0,Yes,No,56,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,80.9,4557.5,No,4+ Years,0,4.666666666666667,Loyal,81.38392857142857,High,4530.400000000001,1.0057598093304496,1,3,1,1,1,0,Medium,1,1,1,1,0,1,2,0,0,Adult with Family,3,0,1139.375,0.0370828182941903,0,0,At-Risk Mid-Tier
9948-YPTDG,Male,0,Yes,No,38,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.45,3013.05,Yes,2-4 Years,0,3.1666666666666665,Mature,79.29078947368421,High,3019.1,0.9976656402105892,0,4,1,1,0,1,Medium,0,0,1,1,0,1,2,0,0,Adult with Family,6,1,430.4357142857143,0.0503461296412838,0,1,At-Risk Mid-Tier
1236-WFCDV,Male,1,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),90.45,1266.1,Yes,1-2 Years,0,1.1666666666666667,Growing,90.43571428571428,High,1266.3,0.999053105026434,0,4,1,1,1,0,Medium,0,0,0,0,1,0,1,0,1,Senior Alone,6,1,180.87142857142857,0.0442233278054173,0,1,At-Risk Mid-Tier
1915-OAKWD,Female,0,No,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.3,360.35,No,1-2 Years,0,1.3333333333333333,Growing,22.521875,Low,308.8,1.1631697869593287,0,1,0,1,0,0,Low,1,1,1,0,1,1,2,0,0,Adult with Family,3,0,90.0875,0.0518134715025906,2,0,Budget Committed
7296-PIXQY,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.2,1046.5,No,1-2 Years,0,1.1666666666666667,Growing,74.75,High,982.8,1.0637324659483631,0,2,1,1,0,0,Low,0,0,0,1,0,1,3,0,0,Adult with Family,8,1,116.27777777777776,0.0284900284900284,0,0,At-Risk Mid-Tier
4883-QICIH,Male,0,Yes,Yes,32,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.75,2347.9,Yes,2-4 Years,0,2.6666666666666665,Mature,73.371875,Medium,2232.0,1.0514554411106136,0,2,1,1,0,0,Low,0,0,1,0,1,1,3,0,0,Adult with Family,5,0,391.31666666666666,0.028673835125448,0,1,At-Risk Mid-Tier
3354-OADJP,Female,0,No,No,8,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),54.25,447.75,No,0-1 Year,1,0.6666666666666666,Growing,55.96875,Medium,434.0,1.0293103448275862,0,4,1,1,0,1,Medium,1,1,0,0,1,0,1,0,0,Adult Alone,3,0,111.9375,0.0737327188940092,3,0,High-Risk New
3524-WQDSG,Female,0,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.3,4209.95,No,2-4 Years,0,3.583333333333333,Mature,97.90581395348836,High,4269.9,0.9857290032545832,1,5,1,1,1,1,High,0,0,1,0,1,1,3,0,0,Adult with Family,5,0,701.6583333333333,0.0503524672708962,0,0,At-Risk Mid-Tier
0810-DHDBD,Female,0,No,No,52,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),74.0,3877.65,No,4+ Years,0,4.333333333333333,Loyal,74.57019230769231,High,3848.0,1.0074434918160562,1,6,1,1,1,1,High,1,1,0,0,1,0,1,0,0,Adult Alone,0,0,3877.65,0.081081081081081,1,0,Loyal Premium
4026-SKKHW,Male,0,No,No,3,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.25,152.3,No,0-1 Year,1,0.25,New,50.76666666666667,Medium,150.75,1.0036243822075783,0,3,1,1,0,0,Medium,0,0,1,0,0,0,1,0,0,Adult Alone,6,1,21.75714285714286,0.0597014925373134,3,0,High-Risk New
2829-HYVZP,Male,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.8,572.2,No,2-4 Years,0,2.4166666666666665,Mature,19.731034482758623,Low,574.2,0.9947844228094576,0,1,0,1,0,0,Low,1,1,1,0,0,0,1,0,0,Adult Alone,2,0,190.73333333333332,0.0505050505050505,2,0,Budget Committed
8329-IBCTI,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,19.65,Yes,0-1 Year,1,0.0833333333333333,New,19.65,Low,19.65,0.9515738498789348,0,1,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,Adult Alone,7,1,2.45625,0.0508905852417302,3,1,High-Risk New
1271-SJBGZ,Male,1,No,No,12,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,43.65,526.95,Yes,0-1 Year,1,1.0,Growing,43.9125,Medium,523.8,1.004096798780488,0,4,1,0,1,1,Medium,0,0,1,1,0,0,1,0,1,Senior Alone,8,1,58.55,0.0916380297823596,3,1,High-Risk New
3845-JHAMY,Female,0,Yes,Yes,16,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),35.5,552.7,No,1-2 Years,0,1.3333333333333333,Growing,34.54375,Medium,568.0,0.971353251318102,0,2,1,0,1,0,Low,0,0,1,0,1,1,3,0,0,Adult with Family,6,1,78.95714285714287,0.056338028169014,0,0,At-Risk Mid-Tier
7013-PSXHK,Female,0,No,No,40,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,80.75,3208.65,No,2-4 Years,0,3.333333333333333,Mature,80.21625,High,3230.0,0.9930826369545032,0,6,1,1,1,1,High,1,1,1,0,0,0,1,0,0,Adult Alone,2,0,1069.55,0.0743034055727554,0,0,At-Risk Mid-Tier
5669-SRAIP,Female,0,No,No,5,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,39.5,210.75,Yes,0-1 Year,1,0.4166666666666667,New,42.15,Medium,197.5,1.061712846347607,0,3,1,0,1,1,Medium,0,0,0,1,0,0,1,0,0,Adult Alone,8,1,23.416666666666668,0.0759493670886076,3,1,High-Risk New
5981-ITEMU,Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.1,3706.95,Yes,2-4 Years,0,3.333333333333333,Mature,92.67375,High,3884.0,0.954169884169884,0,4,1,1,1,0,Medium,0,0,1,0,1,1,2,0,0,Adult with Family,5,0,617.8249999999999,0.0411946446961895,0,1,At-Risk Mid-Tier
3486-NPGST,Female,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.55,620.75,No,2-4 Years,0,3.0,Mature,17.243055555555557,Low,703.8000000000001,0.8807463110102156,0,1,0,1,0,0,Low,1,1,0,0,0,0,1,0,0,Adult Alone,2,0,206.91666666666663,0.0511508951406649,2,0,Budget Committed
6941-PMGEP,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.0,412.5,Yes,0-1 Year,1,0.4166666666666667,New,82.5,High,400.0,1.0286783042394014,0,3,1,1,1,0,Medium,0,0,1,1,0,0,1,0,0,Adult Alone,8,1,45.833333333333336,0.0375,3,1,High-Risk New
1624-WOIWJ,Female,0,No,No,10,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.7,832.05,Yes,0-1 Year,1,0.8333333333333334,Growing,83.205,High,847.0,0.981191037735849,0,4,1,1,1,1,Medium,0,0,1,0,0,0,1,0,0,Adult Alone,7,1,104.00625,0.0472255017709563,3,1,High-Risk New
2074-GKOWZ,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.55,185.55,Yes,0-1 Year,1,0.1666666666666666,New,92.775,High,179.1,1.030260966129928,0,4,1,1,1,0,Medium,0,0,1,0,1,1,3,0,0,Adult with Family,7,1,23.19375,0.0446677833612507,3,1,High-Risk New
0376-YMCJC,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.6,1943.2,Yes,1-2 Years,0,1.9166666666666667,Growing,84.48695652173913,High,2083.8,0.93207981580967,0,4,1,1,1,0,Medium,0,0,1,1,0,0,1,0,0,Adult Alone,8,1,215.91111111111115,0.0441501103752759,0,1,At-Risk Mid-Tier
6100-FJZDG,Male,0,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.05,505.9,No,2-4 Years,0,2.1666666666666665,Mature,19.457692307692305,Low,521.3000000000001,0.9686004212138616,0,1,0,1,0,0,Low,1,1,1,0,1,1,3,0,0,Adult with Family,2,0,168.63333333333333,0.0498753117206982,2,0,Budget Committed
4829-ZLJTK,Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,112.4,8046.85,No,4+ Years,0,6.0,Loyal,111.76180555555555,High,8092.8,0.9941992636338928,1,7,1,1,1,1,High,2,1,1,1,0,1,2,0,0,Senior with Family,3,0,2011.7125,0.0622775800711743,1,0,Loyal Premium
1730-VFMWO,Female,0,Yes,No,34,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),50.2,1815.3,No,2-4 Years,0,2.833333333333333,Mature,53.39117647058824,Medium,1706.8000000000002,1.0629464808525586,0,3,1,1,0,0,Medium,0,0,0,0,1,1,2,0,0,Adult with Family,4,0,363.06,0.0597609561752988,0,0,At-Risk Mid-Tier
7143-BQIBA,Male,0,No,No,10,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),62.25,612.95,No,0-1 Year,1,0.8333333333333334,Growing,61.295,Medium,622.5,0.9830793905372897,0,5,1,1,1,1,High,0,0,0,0,1,0,1,0,0,Adult Alone,6,1,87.56428571428572,0.0803212851405622,3,0,High-Risk New
3800-LYTRK,Female,0,No,No,14,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,55.7,795.15,No,1-2 Years,0,1.1666666666666667,Growing,56.79642857142857,Medium,779.8000000000001,1.0183785860655736,0,4,1,1,0,1,Medium,1,1,0,0,0,0,1,0,0,Adult Alone,2,0,265.05,0.0718132854578097,0,0,At-Risk Mid-Tier
0634-SZPQA,Female,0,No,No,23,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.05,2169.8,Yes,1-2 Years,0,1.9166666666666667,Growing,94.33913043478262,High,2071.15,1.0471249668219,0,4,1,1,1,1,Medium,0,0,1,0,1,0,1,0,0,Adult Alone,6,1,309.9714285714286,0.0444197667962243,0,1,At-Risk Mid-Tier
9646-NMHXE,Male,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,973.1,No,2-4 Years,0,3.9166666666666665,Mature,20.70425531914894,Low,923.55,1.052512032880861,0,1,0,1,0,0,Low,2,1,0,0,0,1,2,0,0,Adult with Family,2,0,324.3666666666667,0.0508905852417302,2,0,Budget Committed
7030-NJVDP,Male,0,Yes,No,24,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.25,2210.2,No,1-2 Years,0,2.0,Growing,92.09166666666664,High,2142.0,1.0313579094727017,0,5,1,1,1,1,High,0,0,1,1,0,1,2,0,0,Adult with Family,8,1,245.57777777777773,0.0560224089635854,0,0,At-Risk Mid-Tier
5536-RTPWK,Male,0,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.05,4853.75,Yes,4+ Years,0,4.083333333333333,Loyal,99.0561224489796,High,4853.45,0.9998558024080998,1,5,1,1,1,0,High,0,0,1,0,1,1,2,0,0,Adult with Family,4,0,970.75,0.0504795557799091,1,1,Loyal Premium
8883-GRDWQ,Male,1,No,No,20,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,54.0,1055.9,No,1-2 Years,0,1.6666666666666667,Growing,52.795,Medium,1080.0,0.9767807585568918,0,4,1,1,0,1,Medium,1,1,0,0,0,0,1,0,1,Senior Alone,2,0,351.9666666666667,0.074074074074074,0,0,At-Risk Mid-Tier
6166-ILMNY,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.75,144.55,Yes,0-1 Year,1,0.1666666666666666,New,72.275,Medium,139.5,1.0288256227758008,0,2,1,1,0,0,Low,0,0,0,0,1,0,1,0,0,Adult Alone,7,1,18.06875,0.028673835125448,3,1,High-Risk New
3097-NNSPB,Female,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.05,91.1,Yes,0-1 Year,1,0.1666666666666666,New,45.55,Medium,98.1,0.9192734611503532,0,3,1,1,0,0,Medium,0,0,1,0,1,0,1,0,0,Adult Alone,6,1,13.014285714285714,0.0611620795107033,3,1,High-Risk New
7771-ZONAT,Male,0,No,No,22,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),56.75,1304.85,No,1-2 Years,0,1.8333333333333333,Growing,59.31136363636363,Medium,1248.5,1.044297719087635,0,5,1,0,1,1,High,2,1,0,0,1,0,1,0,0,Adult Alone,2,0,434.95,0.0881057268722467,1,0,Loyal Premium
0655-RBDUG,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.05,713.0,Yes,0-1 Year,1,0.5833333333333334,Growing,101.85714285714286,High,686.35,1.0373172328508038,0,5,1,1,1,1,High,0,0,1,0,1,0,1,0,0,Adult Alone,7,1,89.125,0.0509943906170321,3,1,High-Risk New
2111-DWYHN,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.1,21.1,No,0-1 Year,1,0.0833333333333333,New,21.1,Low,21.1,0.9547511312217196,0,1,0,1,0,0,Low,0,0,0,0,0,0,1,0,0,Adult Alone,7,1,2.6375,0.0473933649289099,3,0,High-Risk New
4194-WHFCB,Female,0,Yes,Yes,59,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),96.65,5580.8,No,4+ Years,0,4.916666666666667,Loyal,94.58983050847458,High,5702.35,0.978512628542874,1,5,1,1,1,0,High,0,0,1,0,1,1,3,0,0,Adult with Family,4,0,1116.16,0.0517330574236937,1,0,Loyal Premium
4121-AGSIN,Female,0,Yes,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.5,1497.9,No,4+ Years,0,4.833333333333333,Loyal,25.82586206896552,Low,1421.0,1.0533755274261605,0,1,0,1,0,0,Low,1,1,1,0,1,1,3,0,0,Adult with Family,1,0,748.95,0.0408163265306122,2,0,Budget Committed
4361-BKAXE,Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),114.5,4527.45,Yes,2-4 Years,0,3.4166666666666665,Mature,110.42560975609756,High,4694.5,0.964210414226387,1,8,1,1,1,1,High,0,0,1,0,1,0,1,0,0,Adult Alone,5,0,754.5749999999999,0.0698689956331877,0,1,At-Risk Mid-Tier
9845-PEEKO,Female,1,No,No,59,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),79.2,4590.35,No,4+ Years,0,4.916666666666667,Loyal,77.80254237288136,High,4672.8,0.9821451495571056,1,3,1,1,0,0,Medium,2,1,1,0,1,0,1,0,1,Senior Alone,0,0,4590.35,0.0378787878787878,1,0,Loyal Premium
0455-XFASS,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,200.2,No,0-1 Year,1,0.25,New,66.73333333333333,Medium,208.65,0.9549248747913188,0,2,1,1,0,0,Low,0,0,1,1,0,1,3,0,0,Adult with Family,9,1,20.02,0.0287562904385334,3,0,High-Risk New
0301-KOBTQ,Male,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.05,614.45,No,2-4 Years,0,2.6666666666666665,Mature,19.2015625,Low,641.6,0.9561935885465298,0,1,0,1,0,0,Low,2,1,1,0,1,0,1,0,0,Adult Alone,2,0,204.8166666666667,0.0498753117206982,2,0,Budget Committed
1751-NCDLI,Male,1,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.85,4564.9,No,2-4 Years,0,3.8333333333333335,Mature,99.23695652173912,High,4547.099999999999,1.0036938501791957,1,5,1,1,1,1,High,0,0,1,1,0,1,2,0,0,Senior with Family,7,1,570.6125,0.0505816894284269,0,0,At-Risk Mid-Tier
4367-NUYAO,Male,0,Yes,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,25.75,No,,1,0.0,New,25.75,Low,0.0,25.75,0,1,0,1,0,0,Low,2,1,0,0,0,1,3,0,0,Adult with Family,4,0,5.15,0.0388349514563106,2,0,Budget Committed
9878-TNQGW,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.95,171.15,Yes,0-1 Year,1,0.1666666666666666,New,85.575,High,161.9,1.050644567219153,0,3,1,1,1,0,Medium,0,0,1,1,0,0,1,0,0,Adult Alone,9,1,17.115000000000002,0.0370599135268684,3,1,High-Risk New
9170-ARBTB,Female,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.6,1012.4,No,4+ Years,0,4.333333333333333,Loyal,19.46923076923077,Low,1019.2,0.9923544403058224,0,1,0,1,0,0,Low,1,1,0,0,1,1,3,0,0,Adult with Family,1,0,506.2,0.0510204081632653,2,0,Budget Committed
4441-NIHPT,Female,1,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.3,940.35,Yes,1-2 Years,0,1.0833333333333333,Growing,72.33461538461539,High,965.9,0.9725411107663668,0,3,1,1,0,1,Medium,0,0,1,1,0,0,1,0,1,Senior Alone,7,1,117.54375,0.0403768506056527,0,1,At-Risk Mid-Tier
8999-BOHSE,Female,1,No,No,11,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),89.7,1047.7,Yes,0-1 Year,1,0.9166666666666666,Growing,95.24545454545456,High,986.7,1.060747190442442,0,4,1,1,1,0,Medium,0,0,0,0,1,0,1,0,1,Senior Alone,7,1,130.9625,0.0445930880713489,3,1,High-Risk New
7241-AJHFS,Male,0,No,No,32,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),87.65,2766.4,No,2-4 Years,0,2.6666666666666665,Mature,86.45,High,2804.8,0.9859576591346496,0,4,1,1,0,1,Medium,0,0,0,0,1,0,1,0,0,Adult Alone,5,0,461.06666666666666,0.0456360524814603,0,0,At-Risk Mid-Tier
7029-RPUAV,Male,1,Yes,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.45,1622.45,Yes,1-2 Years,0,1.4166666666666667,Growing,95.43823529411765,High,1707.65,0.9495508149708834,0,5,1,1,1,1,High,0,0,1,0,1,1,2,0,0,Senior with Family,6,1,231.77857142857144,0.0497760079641612,0,1,At-Risk Mid-Tier
4546-FOKWR,Female,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.75,1129.35,No,1-2 Years,0,1.3333333333333333,Growing,70.584375,High,1196.0,0.9434837092731828,0,2,1,1,0,0,Low,0,0,1,0,1,0,1,0,0,Adult Alone,6,1,161.33571428571426,0.0267558528428093,0,0,At-Risk Mid-Tier
